BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Rmag,Class,Flux_density1.4,Flux_density143,X-ray_flux,Fermi_flux,Rad_opt_sp_index,Flux_density4.8,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,u,g,r,i,z,extinction_r,PSTARRS_offset,gMeanPSFMag,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,rMeanPSFMag,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,iMeanPSFMag,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,zMeanPSFMag,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,yMeanPSFMag,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,GALEX_offset,fuv_mag,nuv_mag,e_bv,w1,w2,w3,w4,J,H,K,WISE_offset,ext_U,ext_B,ext_V,ext_R,ext_I,ext_J,ext_H,ext_K,ext_SDSS_u,ext_SDSS_g,ext_SDSS_r,ext_SDSS_i,ext_SDSS_z,ext_PS1_g,ext_PS1_r,ext_PS1_i,ext_PS1_z,ext_PS1_y
5BZUJ0525-3343,05 25 06.17,-33 43 05.48,4.413,18.5,7900,188.0,,0.42,,0.519,66.0,,-0.915,-1.214,-1.152,-1.074,,,,,0.395,0.641,0.229,-0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90200042724609,14.20100021362305,10.61499977111816,8.112000465393066,,,,0.307383299491109,0.099,0.083,0.063,0.049,0.034,0.016,0.01,0.007,0.097,0.075,0.052,0.039,0.029,0.072,0.052,0.038,0.03,0.025
5BZQJ0525-2338,05 25 06.51,-23 38 10.78,3.1,17.7,7211,398.0,418.0,0.27,,0.632,782.0,-0.041,0.682,0.613,0.54,0.448,0.239,0.314,0.408,,0.287,0.151,0.377,0.336,0.498,,,,,,,0.062105089764177,17.821300506591797,10.0,17.8075008392334,17.853900909423828,17.680400848388672,14.0,17.64150047302246,17.732500076293945,17.64349937438965,24.0,17.589500427246094,17.694599151611328,17.598100662231445,12.0,17.562400817871094,17.645200729370117,17.45490074157715,17.0,17.410900115966797,17.5314998626709,,,,,14.41600036621094,13.56799983978271,10.78999996185303,8.456999778747559,16.51799964904785,16.11199951171875,15.05700016021729,0.1153302666416458,0.134,0.112,0.085,0.067,0.047,0.022,0.014,0.009,0.131,0.102,0.071,0.053,0.039,0.098,0.07,0.052,0.041,0.034
5BZQJ0525-4557,05 25 31.39,-45 57 54.68,1.479,15.8,7211,2126.0,,0.42,,0.625,1118.0,,0.266,-0.981,,,,-1.027,-1.013,,0.806,0.672,0.781,,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.233270795574852,19.55426,18.1675,0.0443463176,13.1870002746582,11.99499988555908,8.947999954223633,6.718999862670898,15.04500007629395,14.50899982452393,14.11900043487549,0.2026544250899772,0.191,0.16,0.121,0.096,0.066,0.031,0.02,0.013,0.187,0.146,0.101,0.075,0.056,0.14,0.1,0.074,0.058,0.048
5BZQJ0525-4318,05 25 54.89,-43 18 01.18,2.164,19.3,7211,456.0,,,,0.773,227.0,,-0.331,-1.644,,,,,,,0.0,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2307362545204108,,21.57016,0.0317396224,15.23700046539307,14.46399974822998,11.77600002288818,8.743000030517578,,,,0.4328922360237388,0.136,0.114,0.086,0.068,0.047,0.022,0.014,0.009,0.133,0.104,0.072,0.053,0.04,0.099,0.071,0.053,0.041,0.034
5BZQJ0526-4830,05 26 16.67,-48 30 36.79,1.3,19.4,7211,377.0,395.0,0.38,1.5e-09,0.77,569.0,,0.402,0.179,0.592,1.112,-0.469,0.103,0.127,,0.099,0.385,0.445,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03815694345240509,23.05273,20.6928082,0.040456485,13.86499977111816,12.75699996948242,9.508000373840332,7.14900016784668,,,,0.05922431935530264,0.174,0.146,0.11,0.087,0.061,0.029,0.018,0.012,0.171,0.133,0.092,0.068,0.051,0.128,0.091,0.068,0.053,0.044
5BZBJ0527+0331,05 27 32.7,+03 31 31.51,,17.2,7300,252.0,489.0,,,0.466,331.0,1.729,0.265,0.273,0.152,0.001,-0.023,-0.014,0.076,,-0.031,0.401,-0.626,0.559,0.614,18.142,17.605,17.153,16.802,16.496,0.35,0.0799506698594784,20.00480079650879,11.0,19.847999572753903,20.32830047607422,18.996700286865234,11.0,18.37829971313477,20.129600524902344,18.791000366210938,19.0,18.060199737548828,19.38290023803711,18.97209930419922,7.0,18.829599380493164,19.424299240112305,18.880800247192383,16.0,18.30649948120117,19.531299591064453,,,,,14.21500015258789,13.03699970245361,9.925000190734863,7.342000007629395,16.16500091552734,15.03699970245361,14.17800045013428,0.1005937731897459,0.663,0.555,0.42,0.332,0.23,0.109,0.069,0.046,0.649,0.506,0.35,0.26,0.193,0.485,0.348,0.257,0.202,0.166
5BZUJ0528-5820,05 28 34.72,-58 20 17.3,0.254,16.3,7900,282.0,,0.25,,0.378,72.0,,,-1.597,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56700038909912,13.92399978637695,11.72000026702881,8.663999557495117,16.51499938964844,15.67899990081787,15.19200038909912,0.1392926645805538,0.165,0.138,0.104,0.083,0.057,0.027,0.017,0.012,0.161,0.126,0.087,0.065,0.048,0.121,0.086,0.064,0.05,0.041
5BZQJ0529-0519,05 29 53.52,-05 19 41.59,0.685,20.3,7211,103.0,,,9e-10,0.705,147.0,,0.409,0.901,0.267,-0.532,0.468,0.106,0.355,,0.143,0.717,0.348,0.292,0.247,22.423,21.511,20.279,19.697,19.083,0.21,0.2197411975114394,20.98310089111328,5.0,20.56430053710937,21.313100814819336,20.03820037841797,7.0,19.684499740600582,20.5629997253418,20.257099151611328,9.0,19.955799102783203,20.59189987182617,19.3523006439209,7.0,19.154300689697266,19.60569953918457,18.5177001953125,8.0,18.14139938354492,19.522499084472656,,,,,14.14999961853027,13.29800033569336,10.17500019073486,7.685999870300293,,,,0.2322760426708274,0.407,0.341,0.258,0.204,0.141,0.067,0.042,0.028,0.398,0.31,0.215,0.159,0.119,0.298,0.213,0.158,0.124,0.102
5BZQJ0530-2503,05 30 07.96,-25 03 29.91,2.778,17.7,7211,1162.0,,0.28,,0.728,852.0,0.481,-0.548,-0.285,-0.472,-0.707,-0.824,-0.782,-0.626,0.13,0.048,0.342,0.284,0.083,0.402,,,,,,,0.0367624935225053,17.736499786376953,8.0,17.676000595092773,17.749799728393555,17.29800033569336,9.0,17.239700317382812,17.319499969482422,17.15220069885254,8.0,17.114299774169922,17.164899826049805,17.15719985961914,13.0,17.117799758911133,17.195899963378906,17.043800354003906,13.0,16.94230079650879,17.069900512695312,,,,,14.59700012207031,13.68400001525879,10.15999984741211,7.881999969482422,16.33799934387207,15.7819995880127,14.98900032043457,0.07914507184778534,0.212,0.177,0.134,0.106,0.074,0.035,0.022,0.015,0.207,0.162,0.112,0.083,0.062,0.155,0.111,0.082,0.065,0.053
5BZQJ0530+1331,05 30 56.41,+13 31 55.09,2.07,18.9,7211,1556.0,516.0,0.8,2.6e-09,0.749,2997.0,0.891,0.182,0.436,-0.448,-1.563,1.392,0.323,0.359,0.571,0.643,0.774,0.851,0.876,0.867,,,,,,,0.1050445966355403,20.704099655151367,6.0,20.47780036926269,20.87150001525879,19.968000411987305,10.0,19.79439926147461,20.13689994812012,19.03089904785156,9.0,18.808000564575195,19.24740028381348,18.493200302124023,8.0,18.416200637817383,18.755300521850582,18.42110061645508,10.0,18.297199249267575,18.744800567626957,,,,,14.44600009918213,13.44600009918213,10.48600006103516,7.74399995803833,16.86100006103516,15.94699954986572,15.06400012969971,0.1894557088077273,3.725,3.117,2.357,1.864,1.294,0.609,0.386,0.26,3.643,2.839,1.964,1.459,1.086,2.726,1.952,1.446,1.136,0.934
5BZQJ0532-3848,05 32 02.05,-38 48 54.28,1.315,19.3,7211,169.0,,,4e-10,0.694,176.0,,0.729,0.382,0.372,0.358,0.181,0.245,0.288,,,0.227,0.285,0.09,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1681581541798956,,20.6326675,0.0302194748,15.36900043487549,14.09200000762939,11.1230001449585,8.432000160217285,,,,0.171544793012728,0.13,0.109,0.082,0.065,0.045,0.021,0.014,0.009,0.128,0.099,0.069,0.051,0.038,0.095,0.068,0.051,0.04,0.033
5BZUJ0532-0307,05 32 07.51,-03 07 06.99,1.88,20.8,7900,260.0,,,,0.694,297.0,,0.357,-0.65,-0.053,0.701,0.322,0.459,0.112,,0.158,0.06,0.084,,,24.412,21.94,20.758,19.991,19.521,0.92,0.1388550840352161,21.29150009155273,7.0,21.226600646972656,21.52449989318848,20.3700008392334,12.0,20.234399795532227,20.550600051879883,19.8262996673584,9.0,19.603700637817383,20.093299865722656,19.498899459838867,8.0,19.38800048828125,19.623199462890625,19.30820083618164,10.0,19.044099807739254,19.54669952392578,,,,,15.01500034332275,14.02499961853027,10.94400024414062,8.161999702453613,,,,0.5518232325607563,1.754,1.467,1.109,0.878,0.609,0.287,0.182,0.122,1.715,1.336,0.925,0.687,0.511,1.283,0.919,0.681,0.535,0.44
5BZQJ0532+0732,05 32 38.99,+07 32 43.29,1.254,17.5,7211,2729.0,768.0,0.31,4.1e-09,0.709,1537.0,0.122,-0.074,0.458,-0.088,-0.776,-0.119,-0.357,-0.102,0.346,0.329,0.321,0.384,0.318,0.355,,,,,,,0.1378324784360226,19.177499771118164,6.0,19.15069961547852,19.81599998474121,17.93269920349121,12.0,17.44700050354004,18.941600799560547,18.33720016479492,10.0,17.934999465942383,18.7406005859375,17.73940086364746,4.0,17.737300872802734,18.51440048217773,17.625200271606445,9.0,17.587799072265625,18.54400062561035,,,,,13.25100040435791,12.09700012207031,9.263999938964844,6.644999980926514,,,,0.1841227460314257,1.341,1.122,0.849,0.671,0.466,0.219,0.139,0.093,1.312,1.022,0.707,0.525,0.391,0.982,0.703,0.521,0.409,0.336
5BZQJ0533+4822,05 33 15.86,+48 22 52.78,1.16,18.3,7211,434.0,1014.0,0.23,2.9e-09,0.595,967.0,,0.652,-0.236,0.325,1.032,0.166,0.479,0.255,,0.245,0.628,0.329,0.486,0.236,,,,,,,0.067158511481021,20.22800064086914,6.0,20.178600311279297,20.38089942932129,19.39830017089844,5.0,19.281099319458008,19.509899139404297,18.73590087890625,16.0,18.374900817871094,19.404600143432617,18.196399688720703,8.0,17.939300537109375,19.12689971923828,18.260900497436523,11.0,18.017799377441406,19.214099884033203,2.290495633329551,,22.5198669,0.396018147,12.84099960327148,11.60299968719482,8.281999588012695,5.744999885559082,16.22200012207031,15.1230001449585,14.05700016021729,0.1559770342203721,1.731,1.448,1.095,0.866,0.601,0.283,0.179,0.121,1.693,1.319,0.913,0.678,0.505,1.267,0.907,0.672,0.528,0.434
5BZQJ0533-8324,05 33 36.77,-83 24 34.09,0.774,20.0,7211,84.0,,,1.3e-09,0.675,164.0,,0.034,-0.147,,,,-0.401,-0.321,,,0.42,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25875823073632,,22.13041,0.212603688,,,,,,,,,0.936,0.783,0.592,0.468,0.325,0.153,0.097,0.065,0.915,0.713,0.493,0.367,0.273,0.685,0.49,0.363,0.285,0.235
5BZBJ0533-4632,05 33 40.81,-46 32 15.0,0.332,19.2,7300,246.0,,0.13,,0.719,108.0,,,-3.059,,,,,,,,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36800003051758,14.8459997177124,12.62399959564209,,,,,0.5138337785910875,0.194,0.162,0.122,0.097,0.067,0.032,0.02,0.013,0.189,0.148,0.102,0.076,0.056,0.142,0.101,0.075,0.059,0.049
5BZBJ0533-7216,05 33 44.7,-72 16 24.31,,18.8,7300,155.0,,,4e-10,0.609,155.0,,,0.043,,,,0.125,0.099,,,0.259,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.69799995422363,14.94799995422363,13.1569995880127,9.550000190734863,,,,1.634826181328542,0.325,0.272,0.206,0.163,0.113,0.053,0.034,0.023,0.318,0.248,0.171,0.127,0.095,0.238,0.17,0.126,0.099,0.082
5BZQJ0534-3747,05 34 17.48,-37 47 25.8,1.668,20.0,7211,736.0,,0.2,,0.874,561.0,,-0.176,-0.178,0.026,0.284,-0.42,-0.165,-0.169,,0.157,0.043,0.188,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990761104155965,,22.1084061,0.0302278567,15.25599956512451,14.11699962615967,10.98400020599365,8.482999801635742,,,,0.2725026678797171,0.131,0.11,0.083,0.066,0.046,0.021,0.014,0.009,0.129,0.1,0.069,0.051,0.038,0.096,0.069,0.051,0.04,0.033
5BZQJ0534-6106,05 34 35.76,-61 06 07.09,1.997,19.6,7211,451.0,243.0,0.23,,0.79,489.0,,0.207,0.447,0.272,0.052,-0.329,-0.191,0.009,,,0.329,0.589,0.054,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91699981689453,13.90799999237061,10.7519998550415,8.338000297546387,,,,0.2894565860425395,0.292,0.244,0.185,0.146,0.101,0.048,0.03,0.02,0.285,0.222,0.154,0.114,0.085,0.213,0.153,0.113,0.089,0.073
5BZQJ0535-0239,05 35 12.25,-02 39 06.69,1.033,19.0,7211,48.0,,0.12,,0.49,70.0,,,0.0,,,,-0.042,-0.029,,,,,,,19.81,19.438,18.957,18.918,18.929,0.48,0.2901529527379795,19.52389907836914,6.0,19.48360061645508,19.66580009460449,19.108200073242188,10.0,19.04159927368164,19.252899169921875,19.12680053710937,11.0,18.878700256347656,19.24430084228516,19.193500518798828,10.0,19.0939998626709,19.4734001159668,19.15239906311035,11.0,18.911800384521484,19.42569923400879,,,,,15.52999973297119,14.21399974822998,11.94499969482422,,,,,0.3063517977520299,0.91,0.761,0.576,0.455,0.316,0.149,0.094,0.063,0.89,0.693,0.48,0.357,0.265,0.666,0.477,0.353,0.278,0.228
5BZQJ0536-3401,05 36 28.43,-34 01 11.49,0.684,17.1,7211,652.0,,0.69,,0.639,570.0,-0.399,0.579,-0.036,0.033,0.12,0.03,0.063,0.032,,0.274,0.335,0.741,0.245,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.70499992370605,12.59899997711182,9.881999969482422,7.453000068664551,16.26600074768066,15.74499988555908,14.67000007629395,0.199858549971755,0.129,0.108,0.082,0.065,0.045,0.021,0.013,0.009,0.126,0.099,0.068,0.051,0.038,0.095,0.068,0.05,0.039,0.032
5BZBJ0536-3343,05 36 29.06,-33 43 02.38,,16.8,7300,94.0,,4.84,2.1e-09,0.399,235.0,,,-3.747,,,,,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98600006103516,12.28400039672852,10.23299980163574,7.994999885559082,16.02400016784668,15.51000022888184,14.60799980163574,0.1756305440650699,0.136,0.114,0.086,0.068,0.047,0.022,0.014,0.009,0.133,0.104,0.072,0.053,0.04,0.1,0.071,0.053,0.042,0.034
5BZBJ0537-5718,05 37 48.95,-57 18 30.2,,17.2,7300,102.0,,0.45,4e-10,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2129195582912891,,19.11878,0.0581096373,13.36600017547607,12.52799987792969,10.22599983215332,8.081000328063965,15.82100009918213,15.12600040435791,14.38399982452393,0.206974924084038,0.252,0.211,0.159,0.126,0.087,0.041,0.026,0.018,0.246,0.192,0.133,0.099,0.073,0.184,0.132,0.098,0.077,0.063
5BZUJ0538-3908,05 38 10.36,-39 08 42.5,,17.9,7900,24.0,,0.65,6e-10,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2709464131098234,20.2436848,19.8661156,0.0314870253,14.14299964904785,13.55900001525879,11.48400020599365,,16.15099906921387,15.61900043487549,15.21000003814697,0.05869265033418507,0.135,0.113,0.085,0.067,0.047,0.022,0.014,0.009,0.132,0.103,0.071,0.053,0.039,0.099,0.071,0.052,0.041,0.034
5BZBJ0538-4405,05 38 50.35,-44 05 08.91,0.892,16.0,7300,3729.0,5955.0,2.1,3.71e-08,0.64,6280.0,,0.682,0.22,0.242,0.269,0.093,0.157,0.177,,0.147,0.5,0.541,0.308,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195095557150707,17.9589882,16.5756664,0.0375851,9.237000465393066,8.161999702453613,5.24399995803833,3.003000020980835,13.23499965667725,12.38399982452393,11.4689998626709,0.1726246193806556,0.161,0.135,0.102,0.081,0.056,0.026,0.017,0.011,0.158,0.123,0.085,0.063,0.047,0.118,0.084,0.063,0.049,0.04
5BZQJ0539-3427,05 39 05.45,-34 27 12.7,0.263,19.5,7211,236.0,,0.16,,0.721,186.0,,-0.252,-0.407,-0.761,-1.207,0.655,-0.019,-0.14,,0.088,0.152,0.288,,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43400001525879,15.88599967956543,,,,,,0.2955930418667451,0.147,0.123,0.093,0.073,0.051,0.024,0.015,0.01,0.144,0.112,0.077,0.057,0.043,0.107,0.077,0.057,0.045,0.037
5BZUJ0539-1550,05 39 32.0,-15 50 30.29,0.947,16.6,7900,599.0,,0.68,,0.49,510.0,-0.448,0.015,-0.745,-0.344,0.161,-0.222,-0.083,-0.291,,0.234,0.09,0.273,-0.02,0.141,,,,,,,0.1432738924550519,16.863500595092773,4.0,16.835500717163086,16.882099151611328,16.683500289916992,5.0,16.62700080871582,16.731700897216797,16.704200744628906,14.0,16.678600311279297,16.743600845336914,16.65220069885254,10.0,16.611000061035156,16.707500457763672,16.400100708007812,7.0,16.371299743652344,16.479900360107422,,,,,13.39299964904785,12.38799953460693,9.35099983215332,6.912000179290771,15.18200016021729,14.92899990081787,14.40100002288818,0.1848974332102417,0.383,0.32,0.242,0.192,0.133,0.063,0.04,0.027,0.375,0.292,0.202,0.15,0.112,0.28,0.201,0.149,0.117,0.096
5BZQJ0539+1433,05 39 42.36,+14 33 45.61,2.69,19.8,7211,433.0,245.0,,,0.664,407.0,,0.394,0.534,-0.19,-1.103,-0.409,-0.66,-0.286,,0.286,0.276,0.609,0.371,0.352,,,,,,,0.1128630426749676,21.07349967956543,4.0,20.885799407958984,21.54990005493164,20.67329978942871,17.0,20.32559967041016,21.300500869750977,19.801000595092773,4.0,19.761699676513672,20.07390022277832,19.807600021362305,7.0,19.521499633789062,20.297800064086918,17.920799255371094,3.0,17.895599365234375,18.676700592041016,,,,,15.11900043487549,13.90200042724609,10.27400016784668,7.53000020980835,17.05100059509277,16.1609992980957,15.12100028991699,0.1823857406388688,2.173,1.818,1.375,1.088,0.755,0.356,0.225,0.151,2.126,1.656,1.146,0.851,0.633,1.591,1.139,0.843,0.663,0.545
5BZQJ0539-2839,05 39 54.28,-28 39 55.9,3.104,19.0,7211,862.0,540.0,0.83,6e-10,0.803,1104.0,,0.592,-0.133,-0.018,0.126,-0.134,-0.04,-0.069,,0.449,0.615,0.553,0.618,0.604,,,,,,,0.0511851485403838,19.17790031433105,7.0,19.09199905395508,19.25860023498535,18.79850006103516,9.0,18.57390022277832,18.96190071105957,18.773799896240234,15.0,18.606199264526367,18.924299240112305,18.86429977416992,11.0,18.77199935913086,19.001300811767575,18.81089973449707,14.0,18.60269927978516,18.940099716186523,,,,,14.92800045013428,13.76099967956543,11.38199996948242,8.595000267028809,,,,0.1032327467470695,0.106,0.089,0.067,0.053,0.037,0.017,0.011,0.007,0.103,0.081,0.056,0.041,0.031,0.077,0.055,0.041,0.032,0.027
5BZBJ0540+2507,05 40 14.33,+25 07 55.3,0.623,19.5,7300,271.0,,,,0.431,143.0,-0.904,-0.145,-0.148,-0.097,-0.034,-0.384,-0.257,-0.223,,0.235,0.417,0.412,0.511,0.54,,,,,,,0.1913259062862245,22.65509986877441,1.0,22.65509986877441,22.65509986877441,21.43180084228516,8.0,21.31570053100586,21.567699432373047,20.73349952697754,3.0,20.63050079345703,20.830900192260746,20.475500106811523,5.0,20.33690071105957,20.585599899291992,19.669099807739254,2.0,19.565200805664062,19.81369972229004,,,,,15.47500038146973,14.80000019073486,12.0019998550415,,16.88999938964844,16.3169994354248,15.77200031280518,1.966504694529473,3.555,2.974,2.249,1.779,1.234,0.582,0.368,0.248,3.477,2.709,1.874,1.393,1.036,2.602,1.863,1.38,1.084,0.892
5BZBJ0540+5823,05 40 30.0,+58 23 38.39,,17.5,7300,30.0,,5.46,8e-10,0.304,26.0,,,1.116,,,,,,,,0.451,0.418,,,,,,,,,0.1039513926736362,18.734899520874023,6.0,18.683000564575195,18.781400680541992,18.01110076904297,9.0,17.835100173950195,18.272600173950195,17.465999603271484,24.0,17.263099670410156,17.885400772094727,17.37779998779297,8.0,17.364099502563477,17.59630012512207,17.09160041809082,8.0,17.027299880981445,17.272300720214844,0.4859439635439831,21.51652,20.71868,0.394932,13.50500011444092,12.83300018310547,10.72999954223633,,15.3459997177124,14.55099964141846,13.8730001449585,0.1593293394379357,1.699,1.422,1.075,0.85,0.59,0.278,0.176,0.118,1.662,1.295,0.896,0.666,0.495,1.244,0.89,0.66,0.518,0.426
5BZQJ0540-5418,05 40 45.84,-54 18 22.1,1.185,17.3,7211,387.0,430.0,0.2,8e-10,0.584,636.0,,,0.453,0.378,0.284,0.142,0.193,0.275,,,0.372,0.399,0.082,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7899639565875488,20.8816051,18.7931385,0.0722850338,13.36499977111816,12.26399993896484,9.234999656677246,6.933000087738037,16.36800003051758,15.73299980163574,14.7480001449585,0.2859186821475274,0.31,0.26,0.196,0.155,0.108,0.051,0.032,0.022,0.304,0.237,0.164,0.122,0.09,0.227,0.163,0.12,0.095,0.078
5BZQJ0541+5312,05 41 16.17,+53 12 24.8,1.275,17.9,7211,652.0,,0.09,,0.631,495.0,-0.627,-0.505,0.746,-0.317,-1.659,0.17,-0.491,-0.104,,0.171,0.81,0.293,0.467,-2.187,,,,,,,0.0495598651305037,19.60269927978516,8.0,19.54319953918457,19.67530059814453,18.781400680541992,4.0,18.717100143432617,18.86009979248047,18.66860008239746,14.0,18.593299865722656,18.725000381469727,18.532400131225582,11.0,18.396900177001957,18.65410041809082,18.43239974975586,7.0,18.27869987487793,18.53890037536621,0.8283366693637416,,22.0283585,0.3710087,14.70300006866455,13.48200035095215,10.76700019836426,8.298999786376953,16.79899978637695,16.1299991607666,15.59700012207031,0.1797763455143579,1.656,1.386,1.048,0.829,0.575,0.271,0.172,0.115,1.62,1.262,0.873,0.649,0.483,1.212,0.868,0.643,0.505,0.415
5BZQJ0541-0541,05 41 38.08,-05 41 49.41,0.838,20.8,7211,860.0,,0.2,1.4e-09,0.887,938.0,-0.248,-0.028,0.339,-0.296,-1.097,-0.187,-0.516,-0.248,0.243,0.32,0.502,0.499,0.642,0.696,,,,,,,0.0825557805771908,21.114599227905277,5.0,20.882099151611328,21.16679954528809,20.57320022583008,10.0,20.4867000579834,20.803199768066406,20.09709930419922,20.0,19.90390014648437,20.44849967956543,19.86520004272461,10.0,19.68510055541992,19.985200881958008,19.41399955749512,8.0,18.917999267578125,19.627599716186523,,,,,14.13799953460693,12.93400001525879,10.35799980163574,7.831999778747559,16.62400054931641,15.40200042724609,14.4069995880127,0.0949448766265307,1.879,1.572,1.189,0.94,0.652,0.307,0.195,0.131,1.837,1.432,0.99,0.736,0.547,1.375,0.984,0.729,0.573,0.471
5BZBJ0543-5532,05 43 57.2,-55 32 07.4,0.273,16.5,7300,41.0,,9.04,1.9e-09,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2250748775377555,18.12289,17.7407227,0.0755276,12.79599952697754,12.09000015258789,10.03800010681152,8.152000427246094,15.07999992370605,14.44900035858154,13.78600025177002,0.3345655331470489,0.328,0.275,0.208,0.164,0.114,0.054,0.034,0.023,0.321,0.25,0.173,0.129,0.096,0.24,0.172,0.127,0.1,0.082
5BZQJ0544-2241,05 44 07.56,-22 41 09.99,1.537,14.6,7211,133.0,,0.33,,0.317,302.0,,0.457,-0.106,-0.624,-1.278,0.404,-0.204,-0.173,,-0.296,0.337,0.417,,,,,,,,,0.1082396252913398,16.516199111938477,5.0,16.503599166870117,16.53730010986328,16.346099853515625,11.0,16.290000915527344,16.413299560546875,16.13629913330078,21.0,16.07200050354004,16.21619987487793,16.068599700927734,9.0,16.028400421142578,16.122900009155273,16.06170082092285,8.0,16.021499633789062,16.118099212646484,,,,,13.15200042724609,11.98600006103516,9.074999809265137,6.711999893188477,14.89900016784668,14.23999977111816,14.00399971008301,0.282244999979805,0.146,0.122,0.092,0.073,0.051,0.024,0.015,0.01,0.143,0.111,0.077,0.057,0.043,0.107,0.076,0.057,0.045,0.037
5BZQJ0546-6415,05 46 41.83,-64 15 21.88,0.323,15.3,7211,119.0,,3.06,,0.396,248.0,,,-0.502,-0.523,-0.548,-0.427,-0.471,-0.481,,,0.115,0.254,0.076,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2333068114527257,16.6405,16.391592,0.0468870178,11.82100009918213,10.79500007629395,8.123000144958496,5.644000053405762,14.46000003814697,13.9060001373291,13.07299995422363,0.05817283216090643,0.204,0.171,0.129,0.102,0.071,0.033,0.021,0.014,0.2,0.156,0.108,0.08,0.06,0.149,0.107,0.079,0.062,0.051
5BZBJ0546-2204,05 46 56.76,-22 04 55.7,0.247,17.7,7390,12.0,,0.45,,0.282,,,,,,,,,,,,,,,,,,,,,,1.7483898266732842,19.629100799560547,8.0,19.596799850463867,19.762399673461918,18.77589988708496,9.0,18.62260055541992,18.977399826049805,18.49469947814941,15.0,18.2903995513916,18.644100189208984,18.40139961242676,8.0,18.318500518798828,18.566200256347656,18.03199958801269,11.0,17.84040069580078,18.16580009460449,,,,,14.52600002288818,14.06999969482422,,,16.77899932861328,15.76799964904785,15.19299983978271,1.71958440793172,0.142,0.119,0.09,0.071,0.049,0.023,0.015,0.01,0.139,0.108,0.075,0.056,0.041,0.104,0.074,0.055,0.043,0.036
5BZQJ0547-6728,05 47 50.22,-67 28 01.7,1.01,16.4,7211,13.0,,0.38,,0.311,,,,-0.024,,,,-0.152,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66899967193604,11.32699966430664,8.58899974822998,6.36299991607666,15.03699970245361,14.6879997253418,14.01200008392334,0.3837446171502018,0.325,0.272,0.206,0.163,0.113,0.053,0.034,0.023,0.318,0.248,0.171,0.127,0.095,0.238,0.17,0.126,0.099,0.082
5BZQJ0549-5246,05 49 43.8,-52 46 26.0,0.447,18.9,7211,140.0,166.0,0.59,,0.616,158.0,,,0.434,0.556,0.711,0.259,0.422,0.426,,,0.353,0.366,0.03,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03600025177002,13.05500030517578,10.77499961853027,8.08899974822998,,,,0.3028930293136103,0.284,0.238,0.18,0.142,0.099,0.046,0.029,0.02,0.278,0.217,0.15,0.111,0.083,0.208,0.149,0.11,0.087,0.071
