BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Class,Rad_opt_sp_index,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,universe_age_Gyr,comoving_distance_Mpc,lookback_distance_Mpc,luminosity_distance_Mpc,distance_modulus_mag,RA_sin,RA_cos,Dec_sin,ext_fuv,ext_nuv,log_nuF_fuv,log_nuF_nuv,log_nuF_g,log_nuF_r,log_nuF_i,log_nuF_z,log_nuF_y,log_nuF_Su,log_nuF_Sg,log_nuF_Sr,log_nuF_Si,log_nuF_Sz,log_nuF_J,log_nuF_H,log_nuF_K,log_nuF_w1,log_nuF_w2,log_nuF_w3,log_nuF_w4,tangent_wise,tangent_pstarrs,log_nu_radmax,i_abs,w1_abs,log_X_luminosity_W,log_nuF_X,log_gamma_luminosity_ph,log_nuF_gamma,log_radio_luminosity,log_nuF_1.4,log_nuF_143,log_nuF_4.8,nuv-g,g-r,r-i,i-z,z-y,y-w1,w1-w2,w2-w3,w3-w4,fuv-nuv,nuv-Su,Su-Sg,Sg-Sr,Sr-Si,Si-Sz,y-J,J-H,H-K,K-w1,g_var,r_var,i_var,z_var,y_var,Radio_radio_hard,IR_opt_hard,IR_UV_hard,IR_X_hard
5BZQJ0819+3226,08 19 02.33,+32 26 37.28,2.017,BZQ,0.781,,0.18,0.421,0.237,0.004,-0.183,-0.115,0.053,,0.337,0.373,0.233,0.298,0.156,3.223,5314.503354402425,3221.047849498719,15999.943365386283,46.020592226984704,0.821550344538659,-0.5701359762270845,0.5364704518163367,0.28593916445263495,0.3062594938249061,-12.978951950479853,-12.80970464598319,-12.538817820577934,-12.347198514926797,-12.53477068123129,-12.450830956045667,-12.242248170245821,-13.067036913344962,-12.9282356729481,-12.839790010090883,-12.68609284523019,-12.61918194199582,,,,-11.909844305268887,-11.875611054157664,-11.948664269661752,-11.948179451282769,0.07497411697903811,-0.5820960524524402,13.493916971283157,-26.782092745783537,-32.640592112543786,90.86913108039559,-12.022276394711152,,,62.533195548736636,-13.566070234391535,,-13.058488567365597,1.4712022660627895,0.7493984832763658,-0.2540987243652282,0.3630994415283162,0.6355999145507809,4.85980001068115,1.0690002441406303,2.6529998779296857,2.15000009536743,0.8666814293722709,-0.1769984938249074,0.6500000000000021,0.5169999999999995,0.5939999999999976,0.35999999999999943,,,,,0.031099319458011365,1.1457996368408203,0.5617008209228516,1.2978992462158274,1.5869998931884766,-0.5075816670259385,0.6591596270736257,0.9340935918255262,0.14666534055348812
5BZBJ0819-0756,08 19 17.58,-07 56 26.01,,BLLac_c,0.285,,,,,,,,,,,,,,,,,,,,0.8209175522158204,-0.5710467340454595,-0.13814566987087226,0.475136720915765,0.5111451202082993,,-12.279194635429834,-12.252857932882621,-12.215917887485391,-12.187250588457852,-12.190591045156994,-12.19076834236496,,,,,,-12.175958230576414,-12.219510475847148,-12.22383624449057,-12.237844183198575,-12.419211136555129,-12.711464104866831,-12.178579345997125,0.020348612299254838,-0.21394004827664687,,,,,-11.853871964321762,,-10.619197434804509,,-15.008773924307505,,,0.8598269589176795,0.36270033264159807,0.2864999389648517,0.14489898681640412,0.11369970703125176,3.9111007461547764,0.5299997329711896,2.10500049591065,3.4809999465942383,,,,,,,1.2020998229980364,0.6940004425048905,0.7390005493164011,1.2759999313354484,0.008699417114261365,0.40489959716796164,0.2015991210937571,0.08430099487305043,0.2553997039794922,,-0.23196054809727684,-0.14001650112529518,-0.5653391722333669
5BZBJ0819+2747,08 19 18.85,+27 47 30.69,,BLLac,0.662,,0.006,-0.16,-0.147,-0.13,-0.148,-0.142,-0.147,,0.181,0.314,0.188,0.207,0.031,,,,,,0.8208648085479714,-0.5711225490973915,0.4662609376570185,0.19661576513410442,0.21376834784353296,,,-12.385978440695125,-12.26827814139164,-12.323490981524262,-12.239911247793714,-12.194007856525118,-12.425036913344961,-12.340635672948101,-12.288990010090885,-12.22729284523019,-12.181981941995819,-12.043157766709227,-12.00191036598387,-12.027036360457368,-11.952644445649748,-11.920411240314891,-11.873464379525034,-11.719779411609919,-0.2595041726989457,-0.5360194837179771,,,,,,,-10.494258698196209,,-13.484656106911618,,-12.97305837204097,,0.5646009674072339,0.07679959106444656,0.3621994628906329,0.22890142822265602,4.6321988754272425,1.0640001296997106,2.953000068664551,2.5330004692077637,,,0.5139999999999993,0.4250000000000007,0.36400000000000077,0.30600000000000094,1.5421997680664035,0.9059995574951181,0.6869999847412114,1.4969995651245096,0.2509002685546946,0.13019943237304688,0.5353984832763672,0.5757007598876918,0.23530006408690696,-0.511597734870648,0.4030797412093712,,
5BZBJ0819+4037,08 19 25.9,+40 37 44.0,0.389,BLLac,0.598,,,-0.249,,,,,,,,0.129,0.0,,,9.41,1558.3426454559349,1323.92569734747,2164.1440678395243,41.676430842674264,0.8205718915911692,-0.5715433235814155,0.6511569638506141,0.34717701724488953,0.3755336906451103,-12.816378529362952,-12.631966567255109,-12.424858152609184,-12.285077982700235,-12.239170632403166,-12.146190733877699,-12.154088099445042,-12.425436913344962,-12.3194356729481,-12.199790010090885,-12.130092845230191,-12.073181941995818,-12.05075792540063,-12.139110622331524,-12.100636192610688,-12.090644170991544,-12.1356112830395,-12.220664391732067,-12.012579551990777,-0.05716862036396321,-0.9279046362320497,13.355679753777055,-23.176931483543406,-27.844431063926706,,,,,58.89069323919765,-13.95624487303132,,-13.388807939131565,1.3117562391644597,0.6198006439208967,0.3296000671386743,0.385699874877929,0.09439953613280849,4.187400169372561,0.8709993362426811,2.623000144958489,2.669000148773197,0.9045930734002212,0.982656309354887,0.568000000000005,0.5949999999999953,0.38400000000000034,0.33500000000000085,1.423399978637704,0.581999313354487,0.8460010452270499,1.3359998321533197,0.16550064086914062,0.5056991577148402,0.3350982666015625,0.19919967651367188,0.5163993835449219,-0.5674369338997547,0.10355934936366573,0.4963552842156087,
5BZBJ0819+1429,08 19 31.59,+14 29 37.6,0.494,BLLac,0.433,,,,,,,,,,,,,,,8.584,1922.9732285456862,1577.0868965013594,2872.1259979470574,42.291017440756704,0.820335323307083,-0.5718828178347934,0.25027486342461813,0.1986300879232666,0.2126511496837094,,-13.06723558363967,-12.707418461447077,-12.645398026645545,-12.513171138994963,-12.498590666739027,-12.4696079663884,-12.54703691334496,-12.5110356729481,-12.428990010090883,-12.35769284523019,-12.349181941995818,-12.217558316025631,-12.173510707780745,-12.26383620176596,-12.575044347993495,-12.820011078571728,,,1.779759395529812,-0.8418688953573585,,-23.106516815146353,-27.248017219504263,,,,,,-14.950781977329818,,,1.6935280080311301,0.4254013061523523,0.5453989105224579,0.1897013092041,0.18659970092773293,3.7651993942260784,0.3710002899169904,,,,1.7668288503162906,0.3930000000000007,0.5010000000000012,0.3879999999999981,0.2140000000000022,1.7951986694335993,0.9130000762939403,0.5240012359619168,0.532999412536622,0.3437995910644531,0.3754005432128835,0.11149978637695312,0.23180007934570668,0.46090126037597656,,-0.3068399395767649,0.24722450506794225,
5BZBJ0820+3640,08 20 20.19,+36 40 04.58,,BLLac,0.635,,,-0.698,0.091,1.086,1.255,1.194,0.601,,,0.606,0.146,0.49,,,,,,,0.8183090033099564,-0.5747785443993764,0.597176402273212,0.3739913179626222,0.39952233682560434,-12.50363556907586,-12.42259250878291,-12.002458238058404,-11.899317911899452,-12.023370803301606,-11.995990947500745,-11.848847791827854,-12.261436913344962,-12.2386356729481,-12.239790010090884,-12.21329284523019,-12.195581941995819,-11.813157760605712,-12.03311026527586,-11.858636537459319,-12.032244207612635,-12.03761094734614,-12.174664101815075,-12.142179504688531,0.1690462294696776,-0.23166777184932394,,,,,,,,,-13.880744110722063,,-13.448245126983434,1.844320879360918,0.5282010345459014,-0.09530053710938446,0.221699768066415,0.48200083923339676,3.5702993087768604,0.9700002670288086,2.493000030517571,2.2299995422363317,0.6461708188629807,0.8692211631743945,0.360000000000003,0.29299999999999926,0.2759999999999998,0.23699999999999832,1.2542996215820281,0.2529997940063513,1.1859992904663113,0.8770006027221697,0.4996986389160192,0.5872001647949219,0.7097015380859375,0.8133983612060547,0.7876987457275391,-0.43249898373862905,-0.014240144044533665,0.38498156143677065,
5BZGJ0820+4853,08 20 28.09,+48 53 47.4,0.133,BZG,0.321,,-0.555,-1.321,-0.485,0.57,,,,,,0.111,,,,11.982,569.88439094289,535.413492086498,645.6633015846828,39.050030512699784,0.8179786555898082,-0.5752485714884391,0.7535232341270672,0.3718339410545224,0.40058582034245305,,-13.013081715376172,-12.119418485861136,-11.87387823904789,-11.859850533526213,-11.65835110985426,-11.685647956622775,-12.057436913344961,-11.3310356729481,-11.005390010090883,-10.902092845230191,-10.841581941995818,-11.455557900986571,-11.48391020729246,-11.573436418440764,-11.775444128266935,-12.11161111519282,-13.090264306282847,,2.4459515392501454,-1.4692405164247486,12.514657027452214,-21.498831400761308,-26.006030840763742,83.22733410172727,-12.55284196865778,,,56.55650977655949,-13.579714115058081,,-13.431211787684653,3.028143276337236,0.8842008361816376,0.2499009552001965,0.6569986877441423,0.045900833129881136,3.804299919128413,0.14299964904786044,0.3889999389648402,,,2.855444179657546,2.1189999999999998,1.1100000000000012,0.4679999999999982,0.3440000000000012,1.7402996826171844,0.7320002899169982,0.5259994430542001,0.8060005035400302,0.17490005493164062,0.68280029296875,0.5403003692626953,0.4628009796142578,0.36100006103515625,-0.1485023273734285,-0.2517605816666073,0.9014706001833517,0.44123085346496005
5BZBJ0820+2353,08 20 51.19,+23 53 45.38,0.402,BLLac,0.442,,,-0.048,,,,,,,,,,,,9.302,1604.7432773138107,1357.1763217801442,2249.4159431669796,41.76034884480775,0.8170111536507972,-0.5766218646653919,0.40507678366112426,0.2292273379612401,0.24728010895145142,,,-12.155338224630668,-12.153278300083045,-12.091730562823088,-12.12403087059645,-12.12312837654465,-11.96183691334496,-11.9686356729481,-11.936990010090883,-11.91129284523019,-11.921181941995817,-12.028357827744383,-12.030710509416485,-12.09663643675131,-12.231044103852872,-12.372011124348097,-12.669864449715462,,0.8002053952423339,-0.13982027704715186,15.117986706051905,-23.629449659627088,-27.577349233906872,86.55030811042386,-12.193820026016112,,,58.24538580214695,-14.163675884293248,,-13.67009387659979,,0.27550003051758054,0.36870103454589653,0.07249935913085892,0.11639918518066494,3.7590010299682586,0.6309995651245099,2.0909996032714915,,,,0.28600000000000136,0.375,0.2740000000000009,0.16799999999999926,1.4020009155273385,0.796999351501471,0.5850001525878898,0.9750006103515592,0.07800102233886719,0.08479881286620738,0.3543014526367152,0.18339920043945312,0.1378002166748047,-0.4935820076934583,-0.280280561525009,,-0.17819109833198432
5BZBJ0820-1258,08 20 57.45,-12 58 59.08,,BLLac,0.58,-0.385,-0.051,-0.378,-0.539,-0.743,-0.234,-0.418,-0.405,0.178,0.465,0.586,0.643,0.328,0.377,,,,,,0.8167485676352213,-0.5769937410976088,-0.22466326580497492,0.42127317493476923,0.45073716036852857,-12.010300386287001,-11.90435497936574,-12.083098393087699,-12.023958323276405,-12.265330819170744,-11.917551164785902,-11.92332799812668,,,,,,-11.562357864365476,-11.580310381242656,-11.56423645506186,-11.740244390718102,-11.71001123115962,-11.710664162850229,-11.572179428394586,-0.1726184619169661,-0.4619023199706226,,,,,-12.017728766960431,,,,-12.814061410173412,,-12.407379178678017,0.34712666824475136,0.4182003936767593,-0.3885995483398439,1.0226992645263664,0.0997008666992194,4.486499366760258,1.0590000152587802,2.8340005874633825,2.494999885559082,0.7084266854337606,,,,,,2.067499877929688,0.757999763488769,0.789999786376951,0.8709999389648502,0.07100105285644531,0.163299560546875,0.10760116577148438,0.3233985900878906,0.1629009246826172,-0.4066822314953953,0.555319588011125,0.194343748206121,0.30771753580081196
5BZQJ0821-0323,08 21 40.03,-03 23 12.69,2.352,BZQ,0.687,0.031,-0.201,-1.006,-1.359,-1.805,0.944,-0.05,-0.349,,0.116,0.13,0.082,,,2.76,5764.924023643354,3362.804367045017,19275.936724607214,46.42507746005937,0.8149579908673368,-0.5795200368593598,-0.05907741038791641,0.41253948146801794,0.44260952486175836,,,-12.17557799513848,-12.291438468540077,-12.325130996172698,-12.29387126976637,-12.276768311847384,,,,,,,,,-12.723044302217128,-12.90481103584712,-12.77666414759144,,0.005535835907123317,0.32824110812322077,13.06059467476885,-27.710677191504683,-31.01207735324785,,,,,65.3715417550333,-13.101823516502323,,-12.769423363731258,,-0.019300964355469574,0.1306003723144542,0.23139944458007733,0.15690034484863347,2.9131003723144566,0.5290002822875906,3.1560001373291087,,,,,,,,,,,,0.139801025390625,0.1362991333007706,0.07699966430663707,0.16270065307617188,0.3488006591796875,-0.33240015277106494,-0.5796800396744217,,
5BZQJ0821+5031,08 21 53.81,+50 31 20.89,2.133,BZQ,0.479,,,-0.326,,,,,,,,,,,,3.049,5478.117761314515,3274.2709299534945,17124.37350445692,46.168073458914485,0.8143768390103682,-0.5803364231921695,0.7718739721613355,0.34123537113568353,0.3659563654795474,-12.322764627806635,-12.175245497321333,-11.759138340597465,-11.839998514926796,-11.869731051104338,-11.86699064842848,-11.909407752765352,-11.693436913344962,-11.7518356729481,-11.823390010090883,-11.86449284523019,-11.886381941995818,-12.10195770567407,-12.205910005876445,-12.19663648252768,-12.489444448701503,-12.45481103584712,-12.253064141487927,-12.326979461963923,-0.2449516765256878,0.44646992257661033,14.395579950586773,-28.592173053030695,-31.339072985892024,,,,,61.94218666336448,-14.083019952679617,,-13.63311031034662,1.834253094359319,0.06819978332519483,0.14050035095214852,0.1601011352539068,0.008100189208985142,2.5786986083984385,1.0700006484985298,3.340000152587889,1.9639997482299858,0.8123609943438623,1.6708536345204479,0.15700000000000358,0.11700000000000088,0.10699999999999932,0.13800000000000168,0.6836996612548774,0.5430003051757879,0.7729987792968736,0.5789998626708996,0.30680084228515625,0.24989891052246094,0.08449935913085938,0.0886993408203125,0.16930007934570312,-0.44990964233299735,-0.5850799847427819,-0.27956553852578736,
5BZQJ0822+4041,08 22 57.54,+40 41 49.81,0.866,BZQ,0.718,-0.658,-0.079,0.152,0.194,0.248,0.106,0.157,0.155,,,0.118,0.084,,,6.393,3042.3425688574566,2248.9381075603746,5673.074577407608,43.76909246386944,0.811678489050972,-0.5841044687484689,0.6520609492924114,0.32319818922551724,0.35011166035994024,-12.1806331405707,-11.966777739369176,-11.98473812697442,-12.039558195102577,-12.242730843584807,-12.253870818106215,-12.258247761310276,-12.239036913344961,-12.1970356729481,-12.259790010090883,-12.37049284523019,-12.401981941995817,,,,-11.984644415132166,-11.92321122810786,-11.684264168953746,-11.618979469593317,-0.4701535039968743,1.041754621772848,13.69417763358407,-25.26069257678448,-30.20209207477032,,,111.51589244421334,-10.251220649509914,61.50761848693746,-13.316052869248487,-11.310637856478802,-12.873057282055772,0.7490842335365393,0.1333000488281293,-0.29309992980957134,0.12540019226074506,0.10320059204101284,4.712798713684085,1.1370000839233398,3.4330005645751935,2.311999797821045,0.9782016711344212,-0.21431576035994127,0.40800000000000125,0.13899999999999935,-0.06700000000000017,0.11400000000000077,,,,,0.11429977416992188,0.39739990234375,0.21670150756835227,0.5935993194580114,0.6124000549316406,-0.4429955871927156,0.3195196154769473,0.043566511261316165,
5BZBJ0823+1125,08 23 20.56,+11 25 51.31,0.441,BLLac,0.432,,,,,,,,,,,,,,,8.987,1741.8007822455208,1453.6050440122456,2509.36435362831,41.997818622001276,0.810699525265237,-0.585462449465992,0.19818631109737464,0.20663435532555008,0.22112941204209205,-12.358705034130686,-12.556403158696316,-12.759178446798638,-12.50963839529789,-12.439370803301607,-12.44647078148512,-12.436848432696994,-12.614636913344961,-12.5198356729481,-12.341790010090882,-12.22529284523019,-12.16038194199582,,,,-12.40584421371615,-12.584011017536572,-12.90426424524769,,0.8987666504969907,-1.0237194785584969,14.962127135216601,-22.997818835624315,-27.377818736442194,86.75327750105669,-12.200659450546418,,,,-14.853871964321762,,,0.2870469822938446,0.8942003479003908,0.39050067138671096,0.13550018310547784,0.13819882202148293,4.10630089569092,0.5380001068115199,2.034999847412111,,-0.05068214328345988,0.3207477879579059,0.5400000000000027,0.7409999999999997,0.5010000000000012,0.3549999999999969,,,,,0.5693988800048793,0.19840049743651988,0.2877006530761612,0.27480125427246094,0.19769859313964844,,-0.14464021423496476,-0.027607858840255517,-0.3833515669901537
5BZGJ0823+1524,08 23 23.24,+15 24 47.91,0.167,BZG,0.332,,,,,,,,,,,,,,,11.586,709.4334141575414,656.7747315619907,827.8775707400932,39.589830583179776,0.810585406106592,-0.5856204397107492,0.26578004484336243,0.22991896189733274,0.246915287976353,-12.724689231501975,-12.72341652832261,-12.110537876730278,-11.961798264682654,-11.864970681231291,-11.828671288076919,-11.858927784503633,-12.18583691334496,-11.8434356729481,-11.572190010090884,-11.47889284523019,-11.443181941995817,-11.687957894883056,-11.712710478898908,-11.753036354353853,-12.018244268647791,-12.26001123115962,-12.6134641506432,,1.0570630602034354,-0.9029467520047387,14.161345673387885,-22.025831101978603,-25.938830560291596,,,,,,-14.531652669587842,,,2.32618183153048,0.6421992492675841,0.4569006500244086,0.24399861145019486,0.0385017089843771,3.63049913787842,0.3789997100830007,1.9520006179809588,,0.4467449260790204,1.810281212023643,1.1590000000000025,0.9740000000000002,0.4430000000000014,0.28200000000000003,1.5924992675781198,0.7409995956420907,0.6490002822875987,0.647999992370611,0.20680046081542613,0.3186988830566406,0.38339996337890625,0.09840011596679688,0.2147998809814453,,-0.3950405499283285,0.46340529716299095,
5BZBJ0823+2223,08 23 24.76,+22 23 03.4,0.951,BLLac,0.842,-0.551,-0.192,-0.465,-0.465,-0.464,-0.415,-0.433,-0.443,0.133,0.321,0.219,0.408,0.649,0.367,6.013,3264.5054137310494,2365.3864245297304,6363.9651054527185,44.018638948405965,0.8105206681239849,-0.5857100362328181,0.3808166623742618,0.29469379262055656,0.31439498999313426,-13.230433259212687,-12.508267007515899,-11.877337974386528,-12.195678300083044,-11.793210860674652,-11.670750865713636,-11.722287928546603,-12.611036913344961,-12.5554356729481,-12.488190010090882,-12.39649284523019,-12.334781941995818,-12.22635760801782,-12.280310231706524,-12.174236476424163,-11.706244375459315,-11.681211029743604,-11.717464242195934,-11.680579582508356,-0.00876000865381272,-1.0294822370723988,13.31029077444824,-26.634039018596393,-31.147638658488972,87.3046004224009,-12.769551078621726,,,63.800015367798046,-12.497463637282781,-11.269476117607278,-12.145481418510451,2.3713077853730766,-0.5255005950927689,1.2210002899169865,0.45940011596679753,-0.01469970703124801,4.068899230957031,1.0460004806518501,2.744999885559084,2.240999698638918,2.2489787973725797,0.20940741000686458,0.44200000000000017,0.4640000000000022,0.43900000000000006,0.34699999999999775,-0.09509965515136898,0.6679994964599594,1.0149993591308615,2.4810000305175794,0.18740081787109375,0.09119987487793679,0.1387004852294922,1.2252998352050781,0.3596000671386719,-0.3519822187723296,0.11199983093104748,0.8270559777722948,1.0883400488781216
5BZQJ0823+2928,08 23 41.05,+29 28 28.19,2.368,BZQ,0.739,0.07,-0.185,-0.238,-0.177,-0.1,-0.431,-0.311,-0.288,,0.146,0.227,0.249,0.061,0.039,2.741,5784.834584172291,3368.7301562306443,19434.502623112374,46.44286715220926,0.8098262427098901,-0.5866698020338035,0.4920361095403714,0.26922096156020303,0.28966101477905776,-13.101409991636826,-12.910818077601531,-12.24773844435723,-12.40811858328617,-12.410690682451994,-12.447391301504652,-12.351408460773165,-12.21423691334496,-12.062635672948101,-12.244190010090882,-12.291692845230191,-12.288781941995818,,,,-12.860244085542323,-12.897611176227976,-12.763464150643198,,-0.21485862800800676,0.4078120651698502,12.95657373968001,-27.51456766795633,-30.68686758708475,,,,,64.29833646500796,-13.182699121606678,,-12.620015012256472,2.4516842856603986,-0.13060012817382471,0.20840144348144207,0.06149858093261429,0.354100051879886,2.756701286315918,0.8899993896484393,3.17100048065185,,0.9200429532188501,2.2077850852209444,0.6819999999999986,-0.1579999999999977,0.09099999999999753,0.20000000000000284,,,,,0.029199600219726562,0.016199111938476562,0.09019851684569957,0.3276996612548828,0.30740165710448863,-0.5626841093502062,-0.48692049377598146,0.013206901373555624,
