BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Class,Rad_opt_sp_index,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,universe_age_Gyr,comoving_distance_Mpc,lookback_distance_Mpc,luminosity_distance_Mpc,distance_modulus_mag,RA_sin,RA_cos,Dec_sin,ext_fuv,ext_nuv,log_nuF_fuv,log_nuF_nuv,log_nuF_g,log_nuF_r,log_nuF_i,log_nuF_z,log_nuF_y,log_nuF_Su,log_nuF_Sg,log_nuF_Sr,log_nuF_Si,log_nuF_Sz,log_nuF_J,log_nuF_H,log_nuF_K,log_nuF_w1,log_nuF_w2,log_nuF_w3,log_nuF_w4,tangent_wise,tangent_pstarrs,log_nu_radmax,i_abs,w1_abs,log_X_luminosity_W,log_nuF_X,log_gamma_luminosity_ph,log_nuF_gamma,log_radio_luminosity,log_nuF_1.4,log_nuF_143,log_nuF_4.8,nuv-g,g-r,r-i,i-z,z-y,y-w1,w1-w2,w2-w3,w3-w4,fuv-nuv,nuv-Su,Su-Sg,Sg-Sr,Sr-Si,Si-Sz,y-J,J-H,H-K,K-w1,g_var,r_var,i_var,z_var,y_var,Radio_radio_hard,IR_opt_hard,IR_UV_hard,IR_X_hard
5BZQJ0811+4831,08 11 37.21,+48 31 33.99,0.703,BZQ,0.551,,,-1.649,,,,,,,,0.673,0.393,,,7.234,2583.0045163795075,1991.1600112119086,4396.65778437792,43.21561331725002,0.839572065363505,-0.5432483290920077,0.7492575833257519,0.3245265938350598,0.3493614255998732,,,-11.605738474874808,-11.674118046176796,-11.814890639727384,-11.783150908438245,-12.001848225177463,-11.91503691334496,-11.8698356729481,-11.966190010090884,-12.07489284523019,-12.098381941995818,-12.07475760801782,-12.176710243913556,-12.306236387923189,-12.166244222871427,-12.217611252521923,-12.38466433069691,-12.120979515369683,0.008497123219777034,1.1495829441818701,13.962852625901657,-25.776813939808612,-29.19461340880275,87.53843562907826,-12.346787486224656,,,60.650966662461045,-13.652474840001311,,-13.497231587674307,,0.09940129089355665,-0.13709979248046977,0.23259945678710992,-0.4326003417968778,3.6178003540039043,0.8549995422363299,2.4180002212524396,2.8080000877380407,,,0.41600000000000037,0.05499999999999616,-0.06199999999999761,0.13400000000000034,0.9828010864257841,0.5479994659423788,0.42599961090087923,1.6610001907348622,0.0457000732421875,0.19140052795410156,0.3481006622314453,0.19079971313476562,0.4035987854003906,-0.1552432523270042,-0.4027206127945391,,0.1291762337027329
5BZBJ0812+1141,08 12 26.01,+11 41 58.59,,BLLac,0.681,,,,,,,,,,,,,,,,,,,,0.8376388832242034,-0.546224405634634,0.20278060150909671,0.19791578953380945,0.21300745674689694,,,-12.129898252706841,-12.294478464877967,-12.070850667803558,-12.020270897451917,-12.095488178790744,-12.824236913344961,-12.781035672948098,-12.627390010090883,-12.53569284523019,-12.502381941995818,-12.136757687363522,-12.189910091325665,-12.176636198714203,-12.010644247285487,-12.039610993122508,-12.25946444056019,,0.482303594136206,-0.439905393794749,,,,,,,,,-14.575118363368933,,,,-0.14110031127929545,0.7739011840820247,0.2796995544433649,-0.07390025329589989,4.240900177001956,0.9110002517700195,2.2859992980957013,,,,0.4110000000000049,0.6799999999999997,0.4389999999999965,0.27600000000000335,1.0619007720947273,0.6700000457763693,0.7829997024536102,1.7259996566772493,0.8456001281738317,0.5694999694824219,1.0256004333496094,1.7880001068115234,0.3798999786376953,,0.031239674681049934,,
5BZQJ0812-1810,08 12 28.51,-18 10 42.81,2.973,BZQ,0.804,-1.008,-0.149,-0.837,-0.691,-0.508,-0.159,-0.285,-0.458,,0.144,0.074,0.016,,0.051,2.146,6450.7283115887385,3551.1561774080483,25548.903604222887,47.03686133862515,0.8375395629821646,-0.5463766836529949,-0.31197939081251397,0.571153290044759,0.6128712618296943,,,-12.417417796163871,-12.431357987583045,-12.584090999834807,-12.633150938955822,-12.601808051837615,,,,,,-11.90955817564477,-12.0467104575366,-12.103436271956392,-12.831844427339199,-13.143611084675245,,,2.2650816145400934,0.774522652338334,,-27.67506106091519,-31.351860919008452,,,,,65.12622456674673,-13.165452142319051,,-12.746965040169341,,0.23549974060059142,-0.1670008392334026,0.030600280761721166,0.19250016784668134,3.4536994094848588,0.20400047302245916,,,,,,,,,2.895699234008788,0.46000035095215,0.6080004348754802,-0.5100006103515593,0.149200439453125,0.10540008544921875,0.2427997589111328,0.4818992614746094,0.38969993591308594,-0.41848710214970986,-0.5595200848404378,,
5BZBJ0812+6509,08 12 40.84,+65 09 10.9,,BLLac,0.414,,,-1.1,,,,,,,,,0.277,,,,,,,,0.8370493106516934,-0.5471274545638566,0.907433298331815,0.3107061920123351,0.3313529658035406,-12.325980299455974,-12.288531377191736,-12.063218241720511,-11.943118302524454,-11.917331075518401,-11.92259063622145,-11.891408277667697,-12.057436913344961,-11.980235672948101,-11.825390010090883,-11.77169284523019,-11.756381941995818,-11.842358297715084,-11.862310362932108,-11.87983623228354,-12.121444418183927,-12.290410935139112,-12.825464425301401,,1.315869537021497,-0.5126328014117106,,,,,-11.844663962534938,,-10.494258698196209,,-14.362510270487489,,-13.755104666308139,1.3572680412277123,0.5706000671386668,0.27929975891113656,0.14010122680663883,0.19209884643554886,3.453699996948238,0.5610008239746094,1.4979991912841797,,0.5371854737912045,1.04406833419646,0.49599999999999866,0.6830000000000034,0.3440000000000012,0.2309999999999981,1.2876994934082049,0.7530008926391627,0.7060002975463799,0.7069993133544905,0.08010101318359375,0.05850028991699219,0.1517009735107422,0.23399925231933594,0.28690147399902344,-0.6074056041793501,-0.3730798596207112,-0.0018795579473760426,-0.44574697260417473
5BZBJ0812+5554,08 12 51.43,+55 54 21.88,0.383,BLLac,0.43,,,-0.439,,,,,,,,,,,,9.461,1536.8055944803498,1308.3866552740028,2125.026007334684,41.636821247867715,0.8366277050991405,-0.5477719261339937,0.8281198009970527,0.29986430228936567,0.324307280399389,-12.416403295345162,-12.304828531353397,-11.968777781515431,-12.003158585727578,-12.01649107918051,-11.92363106590895,-11.999808241046603,-12.139836913344961,-12.105835672948102,-12.048190010090883,-12.01649284523019,-11.999581941995817,-12.038358206162352,-11.953510237810042,-12.004236180403655,-12.121844198457362,-12.230411087727,-12.54706438562855,,0.7911192551497612,-0.01530283796215099,14.646225512901474,-23.694020771793497,-27.726821400455606,86.49715961092528,-12.167491087293763,,,,-14.422508200162774,,,1.634112077144561,0.18439820861815903,0.18150045776367207,0.3854001617431635,-0.07629998779296798,3.7237004547119135,0.7119998931884801,2.04399967193603,,0.7225000781100235,0.8788112196006068,0.3880000000000017,0.44000000000000483,0.2889999999999979,0.23499999999999943,1.068699630737303,1.015000976562499,0.6230001144409201,1.0169997329711915,0.14080047607421875,0.2965011596679652,0.26219940185546875,0.19409942626953125,0.2479991912841797,,-0.21392000854648963,0.07441744362639824,-0.06292000043323576
5BZQJ0813+2542,08 13 03.83,+25 42 11.19,2.024,BZQ,0.728,0.256,-0.175,-0.142,-0.289,-0.474,-0.402,-0.428,-0.339,,0.112,0.303,0.055,-0.045,0.004,3.212,5324.624487002903,3224.3986667291406,16067.47801503048,46.02973857171023,0.8361334097878304,-0.548526135235666,0.4337079679642944,0.2619287601921998,0.280825607142117,-12.621216792184029,-12.504263120656306,-12.233458079366997,-12.329318497836953,-12.3721705286434,-12.366951219717542,-12.425848139728243,-11.989836913344961,-12.1358356729481,-12.243790010090883,-12.28449284523019,-12.342381941995818,,,,-12.89504442428744,-12.781211029743604,-12.441464410042611,,-0.8449893122171384,0.5722916942097136,12.741799957226915,-27.19773947197879,-30.186738159722935,89.21405004149938,-12.744727494896694,,,63.99265318872338,-13.22753159694672,,-12.679853713888946,1.470997805772921,0.030699172973633893,0.10770161437988435,0.16629840087890457,-0.03309934997558628,2.8557996368408265,1.268000602722159,3.68499946594239,,0.7359473469499171,1.7523976928578833,-0.06199999999999761,0.0259999999999998,0.10799999999999699,0.04800000000000182,,,,,0.1308002471923828,0.1409015655517578,0.22449874877930043,0.1960010528564453,0.22909927368164062,-0.5476778830577747,-0.40904050110020407,-0.2769479090872977,-0.03648353484691036
5BZQJ0814+3237,08 14 09.22,+32 37 32.01,0.844,BZQ,0.667,,-0.561,-0.244,-0.121,0.034,0.426,0.284,0.119,,,0.264,0.125,0.336,0.325,6.498,2982.9676563357366,2216.9292729825934,5496.925437433259,43.700599230279884,0.8335155623812746,-0.5524959794136313,0.5391465300859929,0.3152066535259183,0.34163817856201434,-12.27225823485054,-11.789682332088347,-12.000858390646293,-12.09891837576664,-12.23909053596762,-12.272550847403089,-12.336928400958712,-12.11423691334496,-12.0770356729481,-12.184190010090884,-12.31809284523019,-12.361181941995818,,,,-12.402644445649747,-12.302810990070752,-12.420264229988902,-12.196579376514704,-0.15539085122525184,1.1302872537444204,14.699829802476154,-25.20130011223789,-29.088598764886815,87.54575750275629,-12.537602002101044,,,60.96537488144939,-13.445631999009912,,-13.171018045992078,0.266045056154784,0.02520025634765588,-0.13559870910644634,0.06959934997558648,-0.04680093383788986,3.864500236511226,1.2330007553100604,2.5419998168945295,2.7080001831054723,1.6500029250360946,-0.34505427856201365,0.3960000000000008,0.027999999999998693,-0.125,0.08500000000000085,,,,,0.07450103759765625,0.03209877014159801,0.11020088195800781,0.24300003051758523,0.3680992126464844,-0.274613953017834,-0.06372045410313198,-0.5131286579824046,0.23479101203029273
5BZBJ0814-1012,08 14 11.69,-10 12 10.29,,BLLac_c,0.267,,,,,,,0.967,,,,,,,,,,,,,0.8334163076909407,-0.552645689456454,-0.17713383898810398,1.0957347426557225,1.1741697864098528,-11.43357071919862,-11.318502128949211,-11.335337962179498,-11.306117911899452,-11.700450930254728,-11.281030559317152,-11.379928223956759,,,,,,-10.73035783079614,-10.771910506364728,-10.801036189558928,-11.407044317475918,-11.459211289143015,-11.57306421778187,-11.624579445179254,0.26598147053287263,0.19465501684127043,,,,,-11.576754126063193,,-10.054926004365946,,-14.297569463554474,,,0.7518956194739346,0.3434003448486358,-0.7710008544921898,1.201801055908204,-0.13310121154785115,3.961000114440914,0.8529996871948295,2.5510005950927717,2.0199999809265137,0.7312346437541315,,,,,,2.7890005264282234,0.6989993667602512,0.6770007629394588,-0.20400054168701942,0.5655994415283203,0.017200469970703125,0.15240097045898438,0.3314990997314453,0.3127002716064453,,0.24123964111171325,-0.1407091601938042,0.11754283692017786
5BZBJ0814+2940,08 14 21.25,+29 40 21.28,,BLLac,0.431,,,,,,,,,,,0.02,,,,,,,,,0.8330318944183879,-0.5532249658879396,0.4950428776528073,0.25322187260445234,0.27270803683466455,,,-11.849017906027154,-11.955997947299844,-11.91077090706137,-11.945390770498793,-11.95192846199387,-12.039036913344962,-12.0850356729481,-12.094190010090884,-12.092892845230189,-12.064781941995818,-12.226758047470943,-12.263510201188945,-12.103436296370452,-12.121044256440763,-12.240410935139112,-12.492264352059214,,0.6768689815054754,0.27613862804685013,,,,,-12.05551732784983,,,,-14.406713932979542,,-13.943095148663527,,0.0029001159667956244,0.32789929199218903,0.06670046997070145,0.09779872131347744,3.6060008621215776,0.685000419616701,2.20599937438965,,,,0.1880000000000024,0.27299999999999613,0.21300000000000452,0.2629999999999981,0.4780005798339886,0.7110006713867172,1.1499997329711924,1.2669998779296794,0.047399520874019885,0.27739906311035156,0.1436004638671875,0.16720008850097656,0.5803012847900391,-0.4636187843160151,-0.3296400280777423,,-0.18489360728928084
5BZGJ0814+0857,08 14 21.65,+08 57 06.4,0.23,BZG,0.33,,,,,,,,,,,,,,,10.9,961.3021024413961,867.0083141216169,1182.319709812945,40.36367464767112,0.8330158014040198,-0.5532491975694305,0.15560313512517887,0.15792690990523278,0.17062833220792092,,,,,,-12.379990978018322,-12.895607752765354,-13.54023691334496,-13.0502356729481,-12.515790010090884,-12.39929284523019,-12.414381941995817,-11.9063577178811,-12.020710234758281,-12.048636378767917,-12.297044088594083,-12.647211014484812,,,2.5440714944709115,11.293224297162046,,,-26.01567507491721,84.76860219875533,-12.4089353929735,,,,-14.812479279163536,,,,,,,-1.1748989868164124,5.52519950866699,0.10799980163574929,,,,,1.5280000000000022,1.631999999999998,0.5010000000000012,0.15500000000000114,3.638199630737308,0.5169997634887711,0.6799996109008699,0.6900005035400412,,,,,,,,,-0.23827562151131154
5BZBJ0814+6431,08 14 39.18,+64 31 22.11,,BLLac,0.523,,0.956,0.368,0.374,0.381,-0.848,-0.403,-0.162,,,0.15,0.254,,,,,,,,0.832309832903103,-0.5543106909061097,0.90275659090836,0.4452872728958552,0.47617243397965786,-11.550801547102568,-11.49479806992129,-11.420818211202933,-11.291078452670936,-11.059490725176603,-11.301630791250746,-11.195888221515354,,,,,,-11.316758059677975,-11.338710506364729,-11.307036375716155,-11.152644445649747,-11.181611191486768,-11.234664330696909,-11.273779503162652,0.14408749968480808,-0.6732841297202684,,,,,-12.537602002101044,,-9.982375337217334,,-13.909389292171593,,-13.09285746899686,0.9789348493455385,0.5946996154785147,0.7938010101318369,-0.452100036621097,0.37849937438964965,4.136899787902829,0.9110002517700195,2.7030000686645543,2.0510001182556152,0.5835718610838043,,,,,,0.8628999481201198,0.7479999389648402,0.8290002975463882,1.6969996032714807,0.07060050964355469,0.2737998962402344,1.147200584411621,0.09720039367675781,0.5376005172729474,-0.8165318231747332,-0.12212046631016449,0.31318687843452153,1.3559908106142764
5BZQJ0815+3635,08 15 25.93,+36 35 15.21,1.028,BZQ,0.77,-0.081,-0.01,-0.072,-0.006,0.076,-0.163,-0.077,-0.075,,0.235,0.338,0.195,0.176,0.362,5.699,3456.2727460333535,2461.8023421637167,7003.048390189601,44.226435636394896,0.8304205054145174,-0.5571371322996678,0.5960505306625556,0.36524491421857447,0.39138992880328444,-12.867713850573478,-12.032045911991839,-12.063458195333796,-12.070238151157266,-12.248730587237151,-12.35799067894606,-12.359728291095431,-12.07983691334496,-12.1138356729481,-12.083790010090885,-12.22489284523019,-12.296381941995817,,,,-12.28384409164584,-12.18761094734614,-12.094664178109019,-12.020979515369683,-0.2983145974268149,1.154259926030784,13.455772285403988,-25.703036390179076,-29.911436056011595,,,,,63.178012282289764,-12.856048883576037,,-12.348794697637805,0.7154544941947556,0.25340032958984793,-0.23139939880370974,-0.1199001007080085,0.10979891967773625,4.218500846862792,1.22399997711182,3.0679998397827113,2.3329997062683105,2.5327330145847107,0.34685467119671287,0.21799999999999997,0.37099999999999866,-0.14299999999999713,0.014000000000002899,,,,,0.3176002502441406,0.18220138549804688,0.5148010253906179,0.17509841918944602,0.7283992767333984,-0.5072541859382316,0.06111963989101099,-0.15556503535430188,
5BZGJ0816-0735,08 16 04.19,-07 35 59.71,0.04,BZG,0.182,-0.924,-1.142,-0.761,,,,0.239,-0.074,0.218,-0.059,0.098,0.061,,,13.167,175.35629161182078,171.95070754812588,182.37012305412858,36.30476845572069,0.8288671449749909,-0.55944548973158,-0.13225499664791268,0.9102743563738825,0.9799072837442393,,-12.904712370015458,-11.772658262472468,-11.48859786795414,-11.535851174395354,-11.45971114403395,-11.508407819904026,-11.470636913344961,-10.7142356729481,-10.471790010090883,-10.38049284523019,-10.344381941995819,-11.221957788071531,-11.30871025612059,-11.386236320784516,-11.458644201509118,-11.866810929035596,-12.908264336800427,,2.6756771108037873,-0.8238881103476735,12.188022395956175,-19.56356774160936,-24.05276860067919,,,,,53.61807522778562,-14.220403508742175,,-13.63311031034662,3.624120471407121,0.9805012054443445,0.09669842529296702,0.34360020446777284,-0.007598739624022244,4.153199394226078,-0.03699970245362039,0.23199939727783025,,,4.05152081625576,2.1940000000000026,0.9019999999999992,0.43799999999999883,0.28300000000000125,1.881199623107909,0.5859998855590796,0.5559998092651401,1.1300000762939497,0.22879981994628906,0.288299560546875,0.3689994812011719,0.5897006988525391,0.6857986450195312,-0.5872931983955549,-0.33095975464024185,1.0379014409798621,
5BZBJ0816+4910,08 16 09.56,+49 10 04.4,,BLLac,0.447,,,0.274,,,,,,,,0.203,,,,,,,,,0.8286486085684714,-0.5597691341236458,0.7566287307264774,0.38199681639441574,0.4080010614168197,-12.236615009703142,-12.053875098946424,-12.008497770529106,-11.942357938754922,-11.824051125567228,-11.959551213614027,-11.598807899249728,-11.99223691334496,-11.9338356729481,-11.872990010090883,-11.82889284523019,-11.798781941995816,-11.829958230576414,-11.77231047584715,-11.820236268904631,-11.95064439987338,-11.981611191486769,-12.117864403939095,-12.08257943754986,0.1876679232585312,-0.986810788790923,,,,,,,,,-14.163675884293248,,-13.651208532439416,0.907428523592948,0.43569979858398256,0.5105987243652343,-0.18550009155273273,1.0160012359619124,3.149199096679686,0.9060001373290998,2.494999885559091,2.237000465393061,0.9004129450224028,0.6204276385831804,0.4490000000000016,0.4480000000000004,0.3200000000000003,0.2680000000000007,0.5871987152099578,0.947000442504887,0.6300004882812509,0.9849994506835902,0.3789997100830078,0.3629989624023473,0.9020004272460938,0.3215007781982422,0.9673995971679688,-0.5124673518538323,-0.1575600659195402,0.07226390745965539,
5BZBJ0816+5739,08 16 22.7,+57 39 09.28,,BLLac,0.421,,0.102,-0.055,,,,,,,,0.172,,,,,,,,,0.8281133329856679,-0.5605607083370795,0.8448192742497956,0.3747585310290339,0.399185898417733,-12.147856883849295,-11.936714084146058,-11.611618308859184,-11.6148782817725,-11.557211202471525,-11.605830797354262,-11.521407911456759,-11.71383691334496,-11.6622356729481,-11.624990010090883,-11.58649284523019,-11.578381941995818,-11.504757797226803,-11.533910427019025,-11.507436433699556,-11.665444280854823,-11.720011078571728,-11.897464165901987,-11.920179573353082,0.3298082031610689,-0.23502191236402573,,,,,-11.818156412055227,,-10.096318689524171,,-13.853871964321762,,-13.510393033732278,1.606724640766835,0.2622002868652338,0.3589993896484387,0.03170114135741997,0.3252001647949214,3.6686994247436555,0.8470001220703107,2.392000198364258,2.0919995307922363,0.9714201673887004,1.0235251015822655,0.4319999999999986,0.38899999999999935,0.30600000000000094,0.21300000000000097,1.2066998291015665,0.729999481201169,0.8159999542236296,0.9160001602172905,0.08360099792480469,0.30789947509765625,0.45330047607421875,0.38899993896484375,0.1792011260986328,-0.34347893058948387,-0.16279987610020363,0.2167030055743293,0.09814533348349919
5BZBJ0816-1311,08 16 27.2,-13 11 52.58,,BLLac,0.292,,,,,,,,,,,,,,,,,,,,0.8279298455839269,-0.5608316777709467,-0.22831584723852832,0.5704436533169314,0.6132293192758276,-11.296919754934136,-11.348032315802822,-11.3946980024627,-11.354558536899452,-11.359530996172698,-11.468911217276137,-11.483448457111056,,,,,,-11.423157952866452,-11.491910204240705,-11.543836204817719,-11.731444265596036,-11.820011078571728,-12.131864342903938,-12.217379394825251,0.6213884196007284,0.3368072687997269,,,,,-11.063486257521106,,-9.664954925365183,,-14.008773924307505,,,0.6773209858999536,0.3706988830566402,0.20240054321289236,-0.12020042419433707,0.07779985046386528,3.4088008270263668,0.7620000839233416,2.0559997558593786,1.9350004196166957,0.31578176595889573,,,,,,1.3158008041381866,0.6310004272460912,0.6199999694824196,0.8419996261596694,0.04469871520996094,0.15889930725097656,0.16119956970214844,1.1242008209228516,0.2602996826171875,,-0.46048008239903027,-0.4719787627689058,-0.7565248210506219
5BZBJ0816+6208,08 16 43.09,+62 08 29.18,,BLLac_c,0.488,,,,,,,,,,,0.0,,,,,,,,,0.8272812220022507,-0.5617880202731835,0.8841038268393009,0.42054211536026864,0.45108717386200187,,-12.099514493968352,-12.047777891378711,-12.094558231723672,-12.215410708086761,-12.27691090599684,-12.270248011554415,,,,,,,,,-12.43984422897494,-12.263210999226024,-12.258264336800426,-12.39137956267193,-0.02311320418393561,0.8434117301206884,,,,,-12.397940008672037,,,,-13.924453038607469,,-13.767003889607846,0.9233267090237476,0.15339936828612366,-0.08729949951171889,-0.0005003662109359652,0.13080018615722722,3.604799804687504,1.4250001907348597,2.847999572753899,1.8159999847412163,,,,,,,,,,,0.176300048828125,0.08209991455078125,0.17490005493164062,0.12389945983886719,0.32430076599121094,-0.15744914899962303,-0.04780029113926254,-0.163696505257672,0.13472900944601385
5BZBJ0816+2051,08 16 49.78,+20 51 06.51,,BLLac,0.403,,,,,,,,,,,,,,,,,,,,0.8270078083204815,-0.5621904347967456,0.35595211079977607,0.2685419259047057,0.2900305624618026,-12.624507965899026,-11.965405818528431,-11.777297770529106,-11.733958579624062,-11.862331002276212,-11.848190862051528,-11.975888136066132,-11.998236913344961,-11.9546356729481,-11.938190010090885,-11.92249284523019,-11.923581941995817,-11.797558007798091,-11.886310427019025,-11.837836253645843,-12.009044363252283,-12.034011017536573,-12.241064248299447,,0.45088452602471213,0.6279863379521319,,,,,,,-10.494258698196209,,-14.262807357295262,,,1.2642553225479638,0.37869819641113267,-0.10609936523437469,0.18860047912597366,-0.20510023498534835,3.9458997802734395,0.9210004806518501,2.31799983978272,,2.0913185365570968,0.3842544375381962,0.4120000000000026,0.3369999999999962,0.24900000000000233,0.19000000000000128,1.6108998641967798,0.58100000762939,0.8710004043579112,0.8829995040893586,0.34240150451660156,0.11969947814941406,0.06040000915527344,0.11520004272460938,0.20989990234375,,-0.17168001526036036,-0.06860519900814133,
5BZBJ0817-0933,08 17 49.75,-09 33 30.6,,BLLac,0.534,,0.165,-0.323,-0.167,0.029,-0.158,-0.09,-0.163,,0.0,0.217,0.401,0.264,0.272,,,,,,0.8245481594263868,-0.5657917751139175,-0.16605453462659905,0.7464969604977011,0.7997358556143203,,,-11.662178336935357,-11.695198374545937,-11.764450795977385,-11.70867087914137,-11.637168177570041,,,,,,-11.632357937607663,-11.576710414811993,-11.524636439803071,-11.573044302217127,-11.572811066364695,-11.612264428353159,-11.539779487903864,-0.019795846382426707,0.014568963935849643,,,,,,,-9.92022743046849,,-13.183626111247637,,-12.860908392476178,,0.18780012512207023,0.0417006378173852,0.2926999206542966,0.29289970397949006,4.189100036621099,0.9840002059936506,2.7369995117187482,2.330000400543213,,,,,,,1.177100143432618,0.941999862670901,0.8799999084472603,1.1900001220703196,0.016199111938476562,0.4236011505126953,0.05620002746582031,0.07660102844238281,0.2970008850097656,-0.32271771877145916,0.1916397296126906,,
5BZBJ0817+3243,08 17 50.99,+32 43 40.8,,BLLac,0.322,,,0.103,0.215,0.356,,,,,,,,,,,,,,,0.8244971356056691,-0.5658661267279098,0.5406514956985828,0.28593916445263495,0.3062594938249061,,-12.18137900598319,-12.157657847433402,-12.169438199985391,-12.128651143877775,-12.14775074974684,-12.172168366779026,-12.167436913344961,-12.1354356729481,-12.132190010090884,-12.11009284523019,-12.097181941995817,-12.309157900986571,-12.056310283586408,-12.140236461165376,-12.309444143525722,-12.410811173176219,-12.489464364266247,-12.492979446705133,0.2078224420849312,-0.006056167488713863,,,,,-12.327902142064282,,-10.397348685188152,,-15.008773924307505,,,0.8532880989241178,0.24089933776854977,0.31679933166504526,0.10550111389159866,0.05309890747070156,3.6856009063720716,0.7299995422363299,2.63899993896484,2.1400003433227575,,0.5011874061750952,0.3829999999999991,0.3039999999999985,0.26500000000000057,0.22500000000000142,0.8226007080078119,1.4350000991821297,0.5399995269775406,0.8880005722045894,0.20190048217773438,0.30210113525390625,1.0023994445800746,0.18729972839354758,0.19169998168945668,,-0.28216002929844386,-0.2294321671930284,-0.08290903111193693
5BZBJ0818+4222,08 18 16.0,+42 22 45.58,0.53,BLLac,0.739,-0.284,0.06,0.31,-0.103,-0.624,-0.358,-0.454,-0.215,0.408,0.456,0.945,0.945,0.925,0.567,8.326,2042.7544862703285,1656.3144905134457,3124.437169369855,42.473858978397956,0.8234665873144797,-0.5673647676553809,0.674035910238542,0.4431382770577918,0.4772390644606631,,-12.070862977728888,-12.110858140402152,-12.023718088901406,-11.935811153643401,-12.001831224600355,-11.885568482745821,-12.07983691334496,-11.9994356729481,-11.934990010090884,-11.87929284523019,-11.847181941995817,-11.752757900986571,-11.685110356828597,-11.640236448958344,-11.619444372407559,-11.580811249470164,-11.527864251351206,-11.442579475696832,-0.20143162226047848,-0.6341819904941377,13.349944939669001,-24.73275831616651,-29.81985869611036,86.5143280487859,-12.494850021680094,112.65369428793673,-9.238986193092902,62.357955585188286,-12.81604721373342,-10.915245036820645,-12.143467462351946,0.6939972958664882,0.48820034790038846,0.43459902954101537,-0.011800048828124687,0.40479980468749943,4.694100624084472,1.07999992370606,2.968000411987301,2.361999988555908,,0.4438973355393365,0.5040000000000013,0.45700000000000074,0.3490000000000002,0.2729999999999997,1.497100997924802,0.9719999160766584,0.8619997406005915,1.36299996948242,0.16710090637207387,0.016300201416012072,0.2189006805419922,0.3633003234863281,0.08900070190429688,-0.6725797513814733,0.354999904173237,0.4900517282587238,0.9140387722099295
5BZBJ0818+2814,08 18 27.35,+28 14 02.9,0.226,BLLac,0.488,,,-0.68,,,,,,,,0.283,,,,10.942,945.5699197738685,854.1970713464584,1159.1910532095255,40.32077510266787,0.8229980066549665,-0.5680442597561847,0.4730757932914445,0.16661630976704064,0.17873933614061763,-11.942602892354092,-11.938030509056906,-11.78153805373223,-11.770078263461953,-11.828210976641447,-11.788110722891371,-11.813007893146212,-11.805836913344962,-11.7630356729481,-11.709790010090884,-11.67529284523019,-11.665581941995818,-11.37835800169458,-11.451110481950664,-11.465836467268891,-12.079444219819667,-12.19201120064204,-12.476664147591439,-12.371379486377984,0.4011629965045333,0.11066640996279233,13.213702783911897,-22.848674882941303,-26.516775201849995,83.63047796895894,-12.886056647693163,,,57.13050542325793,-14.047691990337874,,-13.689837934795547,1.1852163408613379,0.29899969482421795,0.06949990844726628,0.2535007629394528,0.051900024414063495,3.3626995315551778,0.7019996643066388,2.12400054931641,2.4119997024536097,0.45499412637357395,0.7968161638593827,0.4100000000000037,0.4289999999999985,0.2959999999999994,0.2170000000000023,2.251699272155756,0.6209998550415108,0.7130000076293896,-0.22299960327147872,0.03700065612792969,0.07579994201660156,0.2446002960205078,0.05060005187988281,0.18939971923828125,-0.35785405554232774,-0.36380022400059353,-0.25398069158513437,0.6940454470511224
5BZBJ0818+3153,08 18 40.06,+31 53 48.19,,BLLac,0.558,,-2.367,-0.992,,,,,,,,0.5,,,,,,,,,0.822472613409736,-0.5688047118220444,0.528389724712367,0.2954757557328161,0.31406409000283847,,-12.450403767512018,-12.913097929220513,-12.833118247592811,-12.826291152422698,-12.786350908438246,-12.67956789680832,-12.421036913344961,-12.393435672948101,-12.388590010090883,-12.367292845230189,-12.349981941995818,,,,-12.291844274751307,-12.358011185383251,-12.613864312386363,-12.47097932463482,0.2783497731447637,-0.6520345222334464,,,,,,,,,-14.05453141486818,,-13.891942626216146,-0.3627502017215889,0.4702994232177744,0.23189942932128815,0.25310073852539006,0.3811004791259798,4.998099403381348,0.8179998397827113,2.196000099182129,2.50600051879883,,0.5397493099971591,0.37200000000000344,0.30799999999999983,0.2630000000000017,0.2359999999999971,,,,,0.3857002258300746,0.3195991516113281,0.44659996032714844,0.6048011779785227,0.5310001373291016,-0.16258878865203386,0.46827996703944663,0.09239258212876678,
